School,Physical Address,Street,City,State,ZipCode,Total Tuition In State,Tuition per Credit In State,In-state fees,Total Tuition Out of State,Tuition per Credit Out of State,Out-of-state fees,Total Grad Acct Completions (2019-2020),Total UnderGrad Acct Completions (2019-2020),Program Website,Degree Program Name,Modality,Program Degree Credits,Programmic Accrediation ,Grad Course Number,Name of Course,Description,Course Credits,Prerequisite,Core or Elective,Competencies
Utica College,"1600 Burrstone Rd, Utica, New York 13502-4892",1600 Burrstone Rd, Utica,New York,13502-4892,,,,,,,,,https://www.utica.edu,BS Accounting,Mainly online,63,None,MGT 428,Strategic Management and Leadership,"Case study course integrating business strategy and policy formulation at the upper management levels. Includes analysis of internal and external environmental factors (i.e., competitive, economic, legal, global, etc.) Ethics, leadership, and social responsibility also addressed. ",3,Senior Standing,Core,
Utica College,"1600 Burrstone Rd, Utica, New York 13502-4892",1600 Burrstone Rd, Utica,New York,13502-4892,,,,,,,,,https://www.utica.edu,BS Accounting,Mainly online,63,None,MKT 211,Principles of Marketing,"Basic marketing principles and practices including: marketing functions and policies, consumer demand, distribution channels; branding, promotion and advertising, pricing, place and location, ethics, global, economic, and legal implications. ",3,None,Core,
Utica College,"1600 Burrstone Rd, Utica, New York 13502-4892",1600 Burrstone Rd, Utica,New York,13502-4892,,,,,,,,,https://www.utica.edu,BS Accounting,Mainly online,63,None,RMI 273,Introduction to Risk Management and Insurance,"Principles of risk management and insurance. Foundations, applications and selection of life, health, property, and liability insurance. Enterprise risk management, financial risk management, employee benefits, strategies to mitigate risk.",3,None,Core,
Utica College,"1600 Burrstone Rd, Utica, New York 13502-4892",1600 Burrstone Rd, Utica,New York,13502-4892,,,,,,,,,https://www.utica.edu,BS Accounting,Mainly online,63,None,ACC 301,Intermediate Accounting 1,"A study of accounting theory and financial statement disclosure requirements relating to current and long- lived assets. Topics include a review of the accounting cycle, cash, accounts receivable, inventory, property, plant, and equipment, and intangible assets. ",3,Principles of Organization and Management,Core,
Utica College,"1600 Burrstone Rd, Utica, New York 13502-4892",1600 Burrstone Rd, Utica,New York,13502-4892,,,,,,,,,https://www.utica.edu,BS Accounting,Mainly online,63,None,ACC 302,Intermediate Accounting 2,"Continuation of Accounting 301. The focus of this course will be on theory, practice, and procedure relative to long-term liabilities and equity. Topics include income taxes, pensions, leases, stockholders’ equity, stock-based compensation, earnings per share, and statement of cash flows",3,Intermediate Accounting 1,Core,
Utica College,"1600 Burrstone Rd, Utica, New York 13502-4892",1600 Burrstone Rd, Utica,New York,13502-4892,,,,,,,,,https://www.utica.edu,BS Accounting,Mainly online,63,None,ACC 333,Cost Management,"Decision models and methods for estimation and management of business costs, budgeting, activity-based cost systems, strategic cost management. ",3,Managerial Accounting,Core,
Utica College,"1600 Burrstone Rd, Utica, New York 13502-4892",1600 Burrstone Rd, Utica,New York,13502-4892,,,,,,,,,https://www.utica.edu,BS Accounting,Mainly online,63,None,ACC 344,Tax Accounting,"A study of federal income tax laws and regulations related to individuals.Topics covered will include: income inclusions, income exclusions, deductions, losses, property transactions and calculation of tax liability as well as credits",3,Principles of Organization and Management,Core,
Utica College,"1600 Burrstone Rd, Utica, New York 13502-4892",1600 Burrstone Rd, Utica,New York,13502-4892,,,,,,,,,https://www.utica.edu,BS Accounting,Mainly online,63,None,ACC 411,Auditing,"The study of external audit practice and reporting on financial statements. The study of audit standards, the demand for auditing, and regulatory, legal, and ethical influences on auditors. Review of audit objectives, evidence, control environment, and risk assessments.",3,Intermediate Accounting 2,Core,
Utica College,"1600 Burrstone Rd, Utica, New York 13502-4892",1600 Burrstone Rd, Utica,New York,13502-4892,,,,,,,,,https://www.utica.edu,BS Accounting,Mainly online,63,None,BUL 302,Business Law 1,"Law of business transactions: contracts, agency, negotiable instruments, insurance, property, and professional liability.",3,None,Core,
Utica College,"1600 Burrstone Rd, Utica, New York 13502-4892",1600 Burrstone Rd, Utica,New York,13502-4892,,,,,,,,,https://www.utica.edu,BS Accounting,Mainly online,63,None,ACC 403,Accounting for Multinational Business,"Financial instruments, derivatives, hedging, financial statement translation, substantial influence investments, controlled subsidiaries, merger accounting and goodwill, consolidated financial statements in multinational business. ",3,Intermediate Accounting 2,Core,
Utica College,"1600 Burrstone Rd, Utica, New York 13502-4892",1600 Burrstone Rd, Utica,New York,13502-4892,,,,,,,,,https://www.utica.edu,BS Accounting,Mainly online,63,None,FIN 343,Money and Banking,,3,Microeconomics,Core,
Utica College,"1600 Burrstone Rd, Utica, New York 13502-4892",1600 Burrstone Rd, Utica,New York,13502-4892,,,,,,,,,https://www.utica.edu,MS Accounting,Mainly online,30,None,ACC 503,Advanced Corporate Tax,"You will study federal tax regulations and their application to the taxation of the partnerships, corporations, estates and trusts.",3,None,Core,
Utica College,"1600 Burrstone Rd, Utica, New York 13502-4892",1600 Burrstone Rd, Utica,New York,13502-4892,,,,,,,,,https://www.utica.edu,MS Accounting,Mainly online,30,None,ACC 563,Forensic Accounting I,"In this survey course, you'll review the history, accrediting bodies, and certifications of forensic accounting. Specific types of financial crimes will be examined and specialty areas of forensic accounting will be introduced.",3,None,Core,
Utica College,"1600 Burrstone Rd, Utica, New York 13502-4892",1600 Burrstone Rd, Utica,New York,13502-4892,,,,,,,,,https://www.utica.edu,MS Accounting,Mainly online,30,None,ACC 601,Seminar in Advanced Managerial Accounting,"Examine managerial accounting, decision and control models, and planning and control during uncertain conditions. You'll also explore contemporary issues in cost management.",3,None,Core,
Utica College,"1600 Burrstone Rd, Utica, New York 13502-4892",1600 Burrstone Rd, Utica,New York,13502-4892,,,,,,,,,https://www.utica.edu,MS Accounting,Mainly online,30,None,ACC 602,Seminar in Professional Accounting Practice,"You'll study Accounting theory and its implications for professional ethics, measurement, financial statements, and current topics including but not limited to consolidations, off-balance sheet debt, and reporting fraud.",3,None,Core,
Utica College,"1600 Burrstone Rd, Utica, New York 13502-4892",1600 Burrstone Rd, Utica,New York,13502-4892,,,,,,,,,https://www.utica.edu,MS Accounting,Mainly online,30,None,ACC 607,Financial Statement Analysis,"Learn to estimate firm equity value using financial statement information. You'll use financial statement numbers to estimate future revenue, earnings, cash flow, and other value metrics. Statement information will also be used to recognize sustainable and transient earnings and cash flow components. You'll examine prominent financial statement analysis strategies.",3,None,Core,
Utica College,"1600 Burrstone Rd, Utica, New York 13502-4892",1600 Burrstone Rd, Utica,New York,13502-4892,,,,,,,,,https://www.utica.edu,MS Accounting,Mainly online,30,None,ACC 613,Advanced Auditing,"You will review advanced auditing topics with emphasis placed on the practical aspects of auditing financial statement transaction cycles and account balances. You'll complete a practice case, gain an understanding of current events in the accounting profession, and further develop both technical and ""soft"" skills in preparation for professional careers.",3,None,Core,
Utica College,"1600 Burrstone Rd, Utica, New York 13502-4892",1600 Burrstone Rd, Utica,New York,13502-4892,,,,,,,,,https://www.utica.edu,MS Accounting,Mainly online,30,None,ECN 607,Quantitative Analysis for Management,"Learn about scientific approaches to decision-making including descriptive and inferential statistics. You'll study probability distributions, confidence intervals, hypothesis and hypothesis testing, as well as analysis of variance and process control.",3,None,Core,
Utica College,"1600 Burrstone Rd, Utica, New York 13502-4892",1600 Burrstone Rd, Utica,New York,13502-4892,,,,,,,,,https://www.utica.edu,MS Accounting,Mainly online,30,None,FIN 613,Advanced Corporate Finance,"Examine strategic financial decisions made by corporations and individuals. You'll analyze financial models for valuing stocks, bonds, and derivative instruments such as options, forwards, futures, and swaps to provide an infrastructure for making strategic financial decisions. You'll also examine capital budgeting, project evaluation, working capital management, credit policy, debt policy, dividend policy, leasing policy, growth policy, and compensation policy.",3,None,Core,
Utica College,"1600 Burrstone Rd, Utica, New York 13502-4892",1600 Burrstone Rd, Utica,New York,13502-4892,,,,,,,,,https://www.utica.edu,MS Accounting,Mainly online,30,None,ACC 605,"Financial Reporting, Analysis & Ethics","Learn to analyze and interpret financial statement information. You'll explore how to analyze a firm's financial performance and accounting methods, forecast the firm's future pro forma financial statements, and estimate the intrinsic value of the firm.",3,None,Core,
Utica College,"1600 Burrstone Rd, Utica, New York 13502-4892",1600 Burrstone Rd, Utica,New York,13502-4892,,,,,,,,,https://www.utica.edu,MS Accounting,Mainly online,30,None,ACC 604,Seminar in Assurance and Forensic Auditing,"Learn about the control and auditing of mainframe and networked information systems. You'll also explore the assessment of audit risk, assurance methods, and the causes, consequences, and prevention of audit failure.",3,None,Core,
Utica College,"1600 Burrstone Rd, Utica, New York 13502-4892",1600 Burrstone Rd, Utica,New York,13502-4892,,,,,,,,,https://www.utica.edu,MS Accounting,Mainly online,30,None,RMI 610,Insurance and Risk Management,"Learn how to identify, measure, control and mitigate the different types of non-speculative risks faced by businesses and individuals.",3,None,Core,
Utica College,"1600 Burrstone Rd, Utica, New York 13502-4892",1600 Burrstone Rd, Utica,New York,13502-4892,,,,,,,,,https://www.utica.edu,MS Accounting,Mainly online,30,None,ROMI 620,Property and Casualty Risk Management for Business,"Gain an understanding of Property/Casualty (P/C) insurance and risk management issues for both commercial concerns and the individual or family. You'll analyze, compare, and contrast these P/C issues for each type of stakeholder.",3,None,Core,
Utica College,"1600 Burrstone Rd, Utica, New York 13502-4892",1600 Burrstone Rd, Utica,New York,13502-4892,,,,,,,,,https://www.utica.edu,MS Accounting,Mainly online,30,None,RMI 630,Insuring and Managing Risk for the Person,"Explore the many risk management and insurance issues individuals must deal with in today's world. You'll examine life and health insurance, disability income insurance, retirement, and investment and financial planning.",3,None,Core,
Utica College,"1600 Burrstone Rd, Utica, New York 13502-4892",1600 Burrstone Rd, Utica,New York,13502-4892,,,,,,,,,https://www.utica.edu,MS Accounting,Mainly online,30,None,RMI 640,Risk Management Across the Enterprise,"Enterprise Risk Management (ERM) is the process firms use to identify, measure, manage, and disclose key risks. You'll explore the theory and process of identifying risks and their impact on the value of the firm.",3,None,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting,Mainly online,120,None,ACT 201,Introductory Accounting 1,"Accounting majors will be introduced to the basic concepts and
principles of accounting practice and theory. The topics covered include:
the financial accounting environment, the accounting cycle, the elements
of the preparation for financial statement reporting and valuation
procedures for assets and liabilities under current financial reporting
standards",3,None,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting,Mainly online,120,None,ACT 202,Introductory Accounting 2,"A continuation of the study of the basic concepts and principles of
accounting, and of the theory on which they are based. The topics
covered include: accounting for corporate liabilities, accounting for
corporate equity, statement of cash flows, the use, evaluation and
interpretation of accounting information, and introduction to the
fundamentals of managerial accounting",3,Introductory Accounting 1,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting,Mainly online,120,None,ACT 301,Intermediate Accounting 1,"An extension of study of accounting theory applied to corporate accounting and the preparation and interpretation of financial statements. Topics include a review of the accounting process; structure and content of the basic financial statements; and coverage of theory, practice and procedures related to current assets, current liabilities and long-lived assets, tangible and intangible. Three hours lecture and three hours laboratory per week.",4,Introductory Accounting 1,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting,Mainly online,120,None,ACT 302,Intermediate Accounting 2,"A continuation of coverage of theory, practice and procedure relative to longterm liabilities and equities. Additional topics are income and revenue recognition, accounting for leases, pensions and income taxes, price-level accounting, statement of cash flow and analysis of financial statements.Three hours lecture and three hours laboratory per week",3,Intermediate Accounting 1,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting,Mainly online,120,None,ACT 301L,Intermediate Accounting 1  Lab,,3,None,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting,Mainly online,120,None,ACT 302L,Intermediate Accounting 2  Lab,,3,None,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting,Mainly online,120,None,ACT 303,Cost Accounting 1,"Basic cost accounting concepts and the cost accumulation process are
presented. These are related to the process of inventory valuation and
internal use for planning and control. Topics include cost accumulation,
budgets, standards, responsibility accounting, relevant costing, direct
costing and cost-volume-profit analysis",3,Introductory Accounting 1,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting,Mainly online,120,None,ACT 310,Federal Income Tax for Individuals,"A study of federal income tax laws related to individuals. Topics covered will include: income inclusions, income exclusions, deductions, losses, nontaxabale exchanges, property transactions, cost recovery, calculation of tax liability as well as credits. Application of concepts will be demonstrated through the preparation of tax returns manually, using software as well as through tax research and communication of findings.",3,Introductory Accounting 1,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting,Mainly online,120,None,ACT 410,Taxation for Business Entities,"A study of federal tax laws relating to business entities. Tax laws will apply to the formation, operation, liquidation and reorganization of Partnerships, C Corporations, S Corporations and Limited Liability Companies. Introduction to principles of estate planning and gift planning, with an emphasis on decisions made by business owners of closely held entities relative to estate, gift, and succession planning. Compliance, research and communication skills will be emphasized as significant deliverables.",3,Federal Income Tax for Individuals,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting,Mainly online,120,None,LAW 200,Legal Environment of Business,,3,None,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting,Mainly online,120,None,MIS 201,Introduction to Management Info Systems,,3,None,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting,Mainly online,120,None,MKT 301,Principles of Marketing,,3,None,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting,Mainly online,120,None,ANL 301,Business Analytics,,3,None,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting,Mainly online,120,None,FIN 301,Introduction to Finance,,3,None,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting,Mainly online,120,None,MGT 301,Organizational Behavior,,3,None,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting,Mainly online,120,None,BUS470,Business Policy,,3,None,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting,Mainly online,120,None,ECO113,Microeconomics,,3,None,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting,Mainly online,120,None,ECO114,Macroeconomics,,3,None,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting and Information Systems,Mainly online,120,None,LAW 200,Legal Environment of Business,,3,None,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting and Information Systems,Mainly online,120,None,MIS 201,Introduction to Management Info Systems,,3,None,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting and Information Systems,Mainly online,120,None,MKT 301,Principles of Marketing,,3,None,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting and Information Systems,Mainly online,120,None,ANL 301,Business Analytics,,3,None,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting and Information Systems,Mainly online,120,None,FIN 301,Introduction to Finance,,3,None,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting and Information Systems,Mainly online,120,None,MGT 301,Organizational Behavior,,3,None,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting and Information Systems,Mainly online,120,None,BUS470,Business Policy,,3,None,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting and Information Systems,Mainly online,120,None,ECO113,Microeconomics,,3,None,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting and Information Systems,Mainly online,120,None,ECO114,Macroeconomics,,3,None,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting and Information Systems,Mainly online,120,None,ACT 201,Introductory Accounting 1,"Accounting majors will be introduced to the basic concepts and
principles of accounting practice and theory. The topics covered include:
the financial accounting environment, the accounting cycle, the elements
of the preparation for financial statement reporting and valuation
procedures for assets and liabilities under current financial reporting
standards",3,None,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting and Information Systems,Mainly online,120,None,ACT 202,Introductory Accounting 2,"A continuation of the study of the basic concepts and principles of
accounting, and of the theory on which they are based. The topics
covered include: accounting for corporate liabilities, accounting for
corporate equity, statement of cash flows, the use, evaluation and
interpretation of accounting information, and introduction to the
fundamentals of managerial accounting",3,Introductory Accounting 1,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting and Information Systems,Mainly online,120,None,ACT 301,Intermediate Accounting 1,"An extension of study of accounting theory applied to corporate accounting and the preparation and interpretation of financial statements. Topics include a review of the accounting process; structure and content of the basic financial statements; and coverage of theory, practice and procedures related to current assets, current liabilities and long-lived assets, tangible and intangible. Three hours lecture and three hours laboratory per week.",4,Introductory Accounting 1,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting and Information Systems,Mainly online,120,None,ACT 302,Intermediate Accounting 2,"A continuation of coverage of theory, practice and procedure relative to longterm liabilities and equities. Additional topics are income and revenue recognition, accounting for leases, pensions and income taxes, price-level accounting, statement of cash flow and analysis of financial statements.Three hours lecture and three hours laboratory per week",3,Intermediate Accounting 1,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting and Information Systems,Mainly online,120,None,ACT 303,Cost Accounting 1,"Basic cost accounting concepts and the cost accumulation process are
presented. These are related to the process of inventory valuation and
internal use for planning and control. Topics include cost accumulation,
budgets, standards, responsibility accounting, relevant costing, direct
costing and cost-volume-profit analysis",3,Introductory Accounting 1,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting and Information Systems,Mainly online,120,None,ACT 310,Federal Income Tax for Individuals,"A study of federal income tax laws related to individuals. Topics covered will include: income inclusions, income exclusions, deductions, losses, nontaxabale exchanges, property transactions, cost recovery, calculation of tax liability as well as credits. Application of concepts will be demonstrated through the preparation of tax returns manually, using software as well as through tax research and communication of findings.",3,Introductory Accounting 1,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting and Information Systems,Mainly online,120,None,ACT 410,Taxation for Business Entities,"A study of federal tax laws relating to business entities. Tax laws will apply to the formation, operation, liquidation and reorganization of Partnerships, C Corporations, S Corporations and Limited Liability Companies. Introduction to principles of estate planning and gift planning, with an emphasis on decisions made by business owners of closely held entities relative to estate, gift, and succession planning. Compliance, research and communication skills will be emphasized as significant deliverables.",3,Federal Income Tax for Individuals,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting and Information Systems,Mainly online,120,None,ACT 405,Auditing,"Course covers the principles, procedures and function of auditing. Problem solving involves the application of auditing principles, which can be studied, analyzed and worked on by the students in order to acquire, within limits, a basic understanding of auditing practices, procedures and responsibilities. A computer simulation is used to illustrate statistical sampling techniques",3,Introductory Accounting 1,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting and Information Systems,Mainly online,120,None,ACT 401,Advanced Auditing,"This course provides a deeper understanding of select topics covered in the first auditing course (ACT 405). Topics include the demand for auditing services, auditor decision-making, statistical sampling and information systems auditing.",3,Introductory Accounting 1,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting and Information Systems,Mainly online,120,None,MIS 350,Accounting Information Systems,"This course will examine the design, control and operation of accounting information systems with a strong emphasis on integration. The course will present a thorough introduction to basic information systems theory, provide a working knowledge of systems analysis and design techniques, databases and enterprise systems. Understanding and appreciation of accounting information systems is critical to successfully managing, auditing and developing systems to support today's evolving business environment. This course offers a focused look at accounting information systems as part of enterprise resource planning systems, with a focus on SAP and other comparable enterprise systems to demonstrate concepts. Prerequisite(s): Grade of C or above in MIS 201, and in either ACT 203 and ACT 204, or in ACT 201 and AC",3,None,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting and Information Systems,Mainly online,120,None,MIS 455,Management of Technology,"This course covers the requirements, management and performance of enterprises engaged in the use of technology. Requirements determination, analysis, design and cost management activities for technological enterprises are covered; a focus on the management of life cycle costs is emphasized. The management of third party organizations, outsourcing and project management activities are also covered. The legal, environmental and ethical issues associated with the management and performance of technological enterprises are important components of this course. Guest speakers and case studies from local, national and international technological enterprises, agencies and regulatory organizations are employed in this course. Prerequisites: MIS 201 or permission of instructor",3,None,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting and Information Systems,Mainly online,120,None,MIS 460,Managing Systems Projects,"This course focuses on introductory project management processes, technology and tools, utilizing the Project Management Institute's (PMI) Project Management Body of Knowledge (PMBOK) and the Software Engineering Institute's (SEI's) Capability Maturity Model Integration (CMMI) processes and nomenclature. Students examine the processes and theory of project management as well as industry case studies, and will utilize project management software in support of their management activities. Guest speakers and field research provide students with access and information from industry and academia. Students are engaged in a semester-long project. Initially, they are required to identify the project scope and team charter for their project; subsequent assignments require them to prepare a business case, work breakdown structure, cost estimate, and final project documentation for their project. Prerequisite(s): MIS 201 or permission of instructor. Cross-listed Courses: CSC 460, MGT 460",3,None,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting and Information Systems,Mainly online,120,None,MIS 480,Database Management Systems,"This course provides an overview of the concepts and principles of database management systems, blending technical with managerial topics. Students will study the principles of database structures, the database development process, entity-relationship and object-oriented database models, logical and physical database designs, SQL, as well as distributed and object-oriented databases. Students will also examine data warehouses, as well as the challenges of global electronic data management, electronic commerce and ethical issues associated with the increasing integration and complexity of large-scale data sets. Students will complete a database design project during the semester. Prerequisites: MIS 201 or permission of the instructor.",3,None,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting and Information Systems,Mainly online,120,None,CSC 165,Programming in Visual Basic with Visual Basics,,3,None,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting/MS Information Systems ,Mainly online,150,None,ACT 201,Introductory Accounting 1,"Accounting majors will be introduced to the basic concepts and
principles of accounting practice and theory. The topics covered include:
the financial accounting environment, the accounting cycle, the elements
of the preparation for financial statement reporting and valuation
procedures for assets and liabilities under current financial reporting
standards",3,None,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting/MS Information Systems ,Mainly online,150,None,ACT 202,Introductory Accounting 2,"A continuation of the study of the basic concepts and principles of
accounting, and of the theory on which they are based. The topics
covered include: accounting for corporate liabilities, accounting for
corporate equity, statement of cash flows, the use, evaluation and
interpretation of accounting information, and introduction to the
fundamentals of managerial accounting",3,Introductory Accounting 1,Core,
Le Moyne College,"1419 Salt Springs Rd, Syracuse, New York 13214-1301",1419 Salt Springs Rd, Syracuse,New York,13214-1301,,,,,,,,,www.lemoyne.edu,BS Accounting/MS Information Systems ,Mainly online,150,None,ACT 301,Intermediate Accounting 1,"An extension of study of accounting theory applied to corporate accounting and the preparation and interpretation of financial statements. Topics include a review of the accounting process; structure and content of the basic financial statements; and coverage of theory, practice and procedures related to current assets, current liabilities and long-lived assets, tangible and intangible. Three hours lecture and three hours laboratory per week.",4,Introductory Accounting 1,Core,
